,customer_no,timestamp,location
12379,20016,2019-09-03 07:12:00,dairy
12380,20016,2019-09-03 07:13:00,dairy
12381,20016,2019-09-03 07:14:00,dairy
12382,20016,2019-09-03 07:15:00,drinks
12383,20016,2019-09-03 07:16:00,drinks
12384,20016,2019-09-03 07:17:00,fruit
12385,20016,2019-09-03 07:18:00,dairy
12386,20016,2019-09-03 07:19:00,dairy
12387,20016,2019-09-03 07:20:00,checkout
12388,20017,2019-09-03 07:11:00,entrance
12389,20017,2019-09-03 07:12:00,fruit
12390,20017,2019-09-03 07:13:00,fruit
12391,20017,2019-09-03 07:14:00,checkout
12392,20018,2019-09-03 07:11:00,entrance
12393,20018,2019-09-03 07:12:00,fruit
12394,20018,2019-09-03 07:13:00,fruit
12395,20018,2019-09-03 07:14:00,fruit
12396,20018,2019-09-03 07:15:00,fruit
12397,20018,2019-09-03 07:16:00,dairy
12398,20018,2019-09-03 07:17:00,checkout
12399,20019,2019-09-03 07:12:00,entrance
12400,20019,2019-09-03 07:13:00,dairy
12401,20019,2019-09-03 07:14:00,drinks
12402,20019,2019-09-03 07:15:00,drinks
12403,20019,2019-09-03 07:16:00,drinks
12404,20019,2019-09-03 07:17:00,drinks
12405,20019,2019-09-03 07:18:00,fruit
12406,20019,2019-09-03 07:19:00,drinks
12407,20019,2019-09-03 07:20:00,checkout
12408,20020,2019-09-03 07:12:00,entrance
12409,20020,2019-09-03 07:13:00,spices
12410,20020,2019-09-03 07:14:00,checkout
12411,20021,2019-09-03 07:13:00,entrance
12412,20021,2019-09-03 07:14:00,drinks
12413,20021,2019-09-03 07:15:00,spices
12414,20021,2019-09-03 07:16:00,spices
12415,20021,2019-09-03 07:17:00,drinks
12416,20021,2019-09-03 07:18:00,drinks
12417,20021,2019-09-03 07:19:00,drinks
12418,20021,2019-09-03 07:20:00,checkout
12419,20022,2019-09-03 07:13:00,entrance
12420,20022,2019-09-03 07:14:00,drinks
12421,20022,2019-09-03 07:15:00,drinks
12422,20022,2019-09-03 07:16:00,checkout
12423,20023,2019-09-03 07:13:00,entrance
12424,20023,2019-09-03 07:14:00,fruit
12425,20023,2019-09-03 07:15:00,fruit
12426,20023,2019-09-03 07:16:00,fruit
12427,20023,2019-09-03 07:17:00,checkout
12428,20024,2019-09-03 07:13:00,entrance
12429,20024,2019-09-03 07:14:00,fruit
12430,20024,2019-09-03 07:15:00,spices
12431,20024,2019-09-03 07:16:00,drinks
12432,20024,2019-09-03 07:17:00,drinks
12433,20024,2019-09-03 07:18:00,checkout
12434,20025,2019-09-03 07:13:00,entrance
12435,20025,2019-09-03 07:14:00,dairy
12436,20025,2019-09-03 07:15:00,checkout
12437,20026,2019-09-03 07:14:00,entrance
12438,20026,2019-09-03 07:15:00,spices
12439,20026,2019-09-03 07:16:00,spices
12440,20026,2019-09-03 07:17:00,drinks
12441,20026,2019-09-03 07:18:00,checkout
12442,20027,2019-09-03 07:14:00,entrance
12443,20027,2019-09-03 07:15:00,spices
12444,20027,2019-09-03 07:16:00,spices
12445,20027,2019-09-03 07:17:00,spices
12446,20027,2019-09-03 07:18:00,fruit
12447,20027,2019-09-03 07:19:00,fruit
12448,20027,2019-09-03 07:20:00,checkout
12449,20028,2019-09-03 07:14:00,entrance
12450,20028,2019-09-03 07:15:00,spices
12451,20028,2019-09-03 07:16:00,fruit
12452,20028,2019-09-03 07:17:00,checkout
12453,20029,2019-09-03 07:18:00,entrance
12454,20029,2019-09-03 07:19:00,fruit
12455,20029,2019-09-03 07:20:00,dairy
12456,20029,2019-09-03 07:21:00,drinks
12457,20029,2019-09-03 07:22:00,drinks
12458,20029,2019-09-03 07:23:00,dairy
12459,20029,2019-09-03 07:24:00,drinks
12460,20029,2019-09-03 07:25:00,spices
12461,20029,2019-09-03 07:26:00,drinks
12462,20029,2019-09-03 07:27:00,drinks
12463,20029,2019-09-03 07:28:00,drinks
12464,20029,2019-09-03 07:29:00,checkout
12465,20030,2019-09-03 07:18:00,entrance
12466,20030,2019-09-03 07:19:00,drinks
12467,20030,2019-09-03 07:20:00,drinks
12468,20030,2019-09-03 07:21:00,drinks
12469,20030,2019-09-03 07:22:00,checkout
12470,20031,2019-09-03 07:19:00,entrance
12471,20031,2019-09-03 07:20:00,drinks
12472,20031,2019-09-03 07:21:00,spices
12473,20031,2019-09-03 07:22:00,drinks
12474,20031,2019-09-03 07:23:00,fruit
12475,20031,2019-09-03 07:24:00,fruit
12476,20031,2019-09-03 07:25:00,drinks
12477,20031,2019-09-03 07:26:00,drinks
12478,20031,2019-09-03 07:27:00,drinks
12479,20031,2019-09-03 07:28:00,drinks
12480,20031,2019-09-03 07:29:00,drinks
12481,20031,2019-09-03 07:30:00,drinks
12482,20031,2019-09-03 07:31:00,fruit
12483,20031,2019-09-03 07:32:00,fruit
12484,20031,2019-09-03 07:33:00,checkout
12485,20032,2019-09-03 07:19:00,entrance
12486,20032,2019-09-03 07:20:00,dairy
12487,20032,2019-09-03 07:21:00,drinks
12488,20032,2019-09-03 07:22:00,drinks
12489,20032,2019-09-03 07:23:00,checkout
12490,20033,2019-09-03 07:20:00,entrance
12491,20033,2019-09-03 07:21:00,spices
12492,20033,2019-09-03 07:22:00,spices
12493,20033,2019-09-03 07:23:00,spices
12494,20033,2019-09-03 07:24:00,dairy
12495,20033,2019-09-03 07:25:00,dairy
12496,20033,2019-09-03 07:26:00,dairy
12497,20033,2019-09-03 07:27:00,spices
12498,20033,2019-09-03 07:28:00,drinks
12499,20033,2019-09-03 07:29:00,drinks
12500,20033,2019-09-03 07:30:00,drinks
12501,20033,2019-09-03 07:31:00,checkout
12502,20034,2019-09-03 07:20:00,entrance
12503,20034,2019-09-03 07:21:00,drinks
12504,20034,2019-09-03 07:22:00,checkout
12505,20035,2019-09-03 07:21:00,entrance
12506,20035,2019-09-03 07:22:00,spices
12507,20035,2019-09-03 07:23:00,spices
12508,20035,2019-09-03 07:24:00,checkout
12509,20036,2019-09-03 07:21:00,entrance
12510,20036,2019-09-03 07:22:00,dairy
12511,20036,2019-09-03 07:23:00,dairy
12512,20036,2019-09-03 07:24:00,dairy
12513,20036,2019-09-03 07:25:00,dairy
12514,20036,2019-09-03 07:26:00,dairy
12515,20036,2019-09-03 07:27:00,dairy
12516,20036,2019-09-03 07:28:00,dairy
12517,20036,2019-09-03 07:29:00,dairy
12518,20036,2019-09-03 07:30:00,drinks
12519,20036,2019-09-03 07:31:00,drinks
12520,20036,2019-09-03 07:32:00,checkout
12521,20037,2019-09-03 07:21:00,entrance
12522,20037,2019-09-03 07:22:00,drinks
12523,20037,2019-09-03 07:23:00,drinks
12524,20037,2019-09-03 07:24:00,drinks
12525,20037,2019-09-03 07:25:00,fruit
12526,20037,2019-09-03 07:26:00,fruit
12527,20037,2019-09-03 07:27:00,fruit
12528,20037,2019-09-03 07:28:00,drinks
12529,20037,2019-09-03 07:29:00,drinks
12530,20037,2019-09-03 07:30:00,checkout
12531,20038,2019-09-03 07:22:00,entrance
12532,20038,2019-09-03 07:23:00,drinks
12533,20038,2019-09-03 07:24:00,checkout
12534,20039,2019-09-03 07:22:00,entrance
12535,20039,2019-09-03 07:23:00,dairy
12536,20039,2019-09-03 07:24:00,dairy
12537,20039,2019-09-03 07:25:00,dairy
12538,20039,2019-09-03 07:26:00,drinks
12539,20039,2019-09-03 07:27:00,drinks
12540,20039,2019-09-03 07:28:00,drinks
12541,20039,2019-09-03 07:29:00,drinks
12542,20039,2019-09-03 07:30:00,drinks
12543,20039,2019-09-03 07:31:00,fruit
12544,20039,2019-09-03 07:32:00,checkout
12545,20040,2019-09-03 07:22:00,entrance
12546,20040,2019-09-03 07:23:00,fruit
12547,20040,2019-09-03 07:24:00,fruit
12548,20040,2019-09-03 07:25:00,dairy
12549,20040,2019-09-03 07:26:00,drinks
12550,20040,2019-09-03 07:27:00,checkout
12551,20041,2019-09-03 07:24:00,entrance
12552,20041,2019-09-03 07:25:00,drinks
12553,20041,2019-09-03 07:26:00,dairy
12554,20041,2019-09-03 07:27:00,drinks
12555,20041,2019-09-03 07:28:00,drinks
12556,20041,2019-09-03 07:29:00,checkout
12557,20042,2019-09-03 07:24:00,entrance
12558,20042,2019-09-03 07:25:00,drinks
12559,20042,2019-09-03 07:26:00,drinks
12560,20042,2019-09-03 07:27:00,drinks
12561,20042,2019-09-03 07:28:00,drinks
12562,20042,2019-09-03 07:29:00,fruit
12563,20042,2019-09-03 07:30:00,fruit
12564,20042,2019-09-03 07:31:00,fruit
12565,20042,2019-09-03 07:32:00,fruit
12566,20042,2019-09-03 07:33:00,fruit
12567,20042,2019-09-03 07:34:00,checkout
12568,20043,2019-09-03 07:24:00,entrance
12569,20043,2019-09-03 07:25:00,fruit
12570,20043,2019-09-03 07:26:00,fruit
12571,20043,2019-09-03 07:27:00,fruit
12572,20043,2019-09-03 07:28:00,dairy
12573,20043,2019-09-03 07:29:00,dairy
12574,20043,2019-09-03 07:30:00,dairy
12575,20043,2019-09-03 07:31:00,dairy
12576,20043,2019-09-03 07:32:00,dairy
12577,20043,2019-09-03 07:33:00,checkout
12578,20044,2019-09-03 07:25:00,entrance
12579,20044,2019-09-03 07:26:00,fruit
12580,20044,2019-09-03 07:27:00,checkout
12581,20045,2019-09-03 07:25:00,entrance
12582,20045,2019-09-03 07:26:00,spices
12583,20045,2019-09-03 07:27:00,fruit
12584,20045,2019-09-03 07:28:00,fruit
12585,20045,2019-09-03 07:29:00,fruit
12586,20045,2019-09-03 07:30:00,fruit
12587,20045,2019-09-03 07:31:00,fruit
12588,20045,2019-09-03 07:32:00,checkout
12589,20046,2019-09-03 07:26:00,entrance
12590,20046,2019-09-03 07:27:00,dairy
12591,20046,2019-09-03 07:28:00,dairy
12592,20046,2019-09-03 07:29:00,dairy
12593,20046,2019-09-03 07:30:00,dairy
12594,20046,2019-09-03 07:31:00,dairy
12595,20046,2019-09-03 07:32:00,dairy
12596,20046,2019-09-03 07:33:00,dairy
12597,20046,2019-09-03 07:34:00,dairy
12598,20046,2019-09-03 07:35:00,drinks
12599,20046,2019-09-03 07:36:00,drinks
12600,20046,2019-09-03 07:37:00,spices
12601,20046,2019-09-03 07:38:00,checkout
12602,20047,2019-09-03 07:27:00,entrance
12603,20047,2019-09-03 07:28:00,dairy
12604,20047,2019-09-03 07:29:00,dairy
12605,20047,2019-09-03 07:30:00,checkout
12606,20048,2019-09-03 07:27:00,entrance
12607,20048,2019-09-03 07:28:00,dairy
12608,20048,2019-09-03 07:29:00,dairy
12609,20048,2019-09-03 07:30:00,checkout
12610,20049,2019-09-03 07:27:00,entrance
12611,20049,2019-09-03 07:28:00,spices
12612,20049,2019-09-03 07:29:00,dairy
12613,20049,2019-09-03 07:30:00,checkout
12614,20050,2019-09-03 07:27:00,entrance
12615,20050,2019-09-03 07:28:00,drinks
12616,20050,2019-09-03 07:29:00,drinks
12617,20050,2019-09-03 07:30:00,checkout
12618,20051,2019-09-03 07:27:00,entrance
12619,20051,2019-09-03 07:28:00,dairy
12620,20051,2019-09-03 07:29:00,dairy
12621,20051,2019-09-03 07:30:00,fruit
12622,20051,2019-09-03 07:31:00,checkout
12623,20052,2019-09-03 07:30:00,entrance
12624,20052,2019-09-03 07:31:00,drinks
12625,20052,2019-09-03 07:32:00,drinks
12626,20052,2019-09-03 07:33:00,checkout
12627,20053,2019-09-03 07:30:00,entrance
12628,20053,2019-09-03 07:31:00,fruit
12629,20053,2019-09-03 07:32:00,checkout
12630,20054,2019-09-03 07:30:00,entrance
12631,20054,2019-09-03 07:31:00,drinks
12632,20054,2019-09-03 07:32:00,checkout
12633,20055,2019-09-03 07:30:00,entrance
12634,20055,2019-09-03 07:31:00,dairy
12635,20055,2019-09-03 07:32:00,dairy
12636,20055,2019-09-03 07:33:00,dairy
12637,20055,2019-09-03 07:34:00,dairy
12638,20055,2019-09-03 07:35:00,dairy
12639,20055,2019-09-03 07:36:00,drinks
12640,20055,2019-09-03 07:37:00,fruit
12641,20055,2019-09-03 07:38:00,fruit
12642,20055,2019-09-03 07:39:00,fruit
12643,20055,2019-09-03 07:40:00,checkout
12644,20056,2019-09-03 07:31:00,entrance
12645,20056,2019-09-03 07:32:00,drinks
12646,20056,2019-09-03 07:33:00,drinks
12647,20056,2019-09-03 07:34:00,checkout
12648,20057,2019-09-03 07:31:00,entrance
12649,20057,2019-09-03 07:32:00,spices
12650,20057,2019-09-03 07:33:00,spices
12651,20057,2019-09-03 07:34:00,spices
12652,20057,2019-09-03 07:35:00,spices
12653,20057,2019-09-03 07:36:00,spices
12654,20057,2019-09-03 07:37:00,spices
12655,20057,2019-09-03 07:38:00,dairy
12656,20057,2019-09-03 07:39:00,dairy
12657,20057,2019-09-03 07:40:00,dairy
12658,20057,2019-09-03 07:41:00,dairy
12659,20057,2019-09-03 07:42:00,dairy
12660,20057,2019-09-03 07:43:00,dairy
12661,20057,2019-09-03 07:44:00,dairy
12662,20057,2019-09-03 07:45:00,dairy
12663,20057,2019-09-03 07:46:00,dairy
12664,20057,2019-09-03 07:47:00,drinks
12665,20057,2019-09-03 07:48:00,drinks
12666,20057,2019-09-03 07:49:00,drinks
12667,20057,2019-09-03 07:50:00,checkout
12668,20058,2019-09-03 07:31:00,entrance
12669,20058,2019-09-03 07:32:00,fruit
12670,20058,2019-09-03 07:33:00,fruit
12671,20058,2019-09-03 07:34:00,fruit
12672,20058,2019-09-03 07:35:00,checkout
12673,20059,2019-09-03 07:31:00,entrance
12674,20059,2019-09-03 07:32:00,fruit
12675,20059,2019-09-03 07:33:00,dairy
12676,20059,2019-09-03 07:34:00,dairy
12677,20059,2019-09-03 07:35:00,spices
12678,20059,2019-09-03 07:36:00,drinks
12679,20059,2019-09-03 07:37:00,checkout
12680,20060,2019-09-03 07:34:00,entrance
12681,20060,2019-09-03 07:35:00,dairy
12682,20060,2019-09-03 07:36:00,fruit
12683,20060,2019-09-03 07:37:00,fruit
12684,20060,2019-09-03 07:38:00,checkout
12685,20061,2019-09-03 07:34:00,entrance
12686,20061,2019-09-03 07:35:00,drinks
12687,20061,2019-09-03 07:36:00,drinks
12688,20061,2019-09-03 07:37:00,drinks
12689,20061,2019-09-03 07:38:00,drinks
12690,20061,2019-09-03 07:39:00,drinks
12691,20061,2019-09-03 07:40:00,spices
12692,20061,2019-09-03 07:41:00,checkout
12693,20062,2019-09-03 07:35:00,entrance
12694,20062,2019-09-03 07:36:00,drinks
12695,20062,2019-09-03 07:37:00,spices
12696,20062,2019-09-03 07:38:00,dairy
12697,20062,2019-09-03 07:39:00,drinks
12698,20062,2019-09-03 07:40:00,drinks
12699,20062,2019-09-03 07:41:00,drinks
12700,20062,2019-09-03 07:42:00,drinks
12701,20062,2019-09-03 07:43:00,drinks
12702,20062,2019-09-03 07:44:00,checkout
12703,20063,2019-09-03 07:35:00,entrance
12704,20063,2019-09-03 07:36:00,dairy
12705,20063,2019-09-03 07:37:00,dairy
12706,20063,2019-09-03 07:38:00,dairy
12707,20063,2019-09-03 07:39:00,dairy
12708,20063,2019-09-03 07:40:00,dairy
12709,20063,2019-09-03 07:41:00,spices
12710,20063,2019-09-03 07:42:00,drinks
12711,20063,2019-09-03 07:43:00,checkout
12712,20064,2019-09-03 07:35:00,entrance
12713,20064,2019-09-03 07:36:00,spices
12714,20064,2019-09-03 07:37:00,fruit
12715,20064,2019-09-03 07:38:00,fruit
12716,20064,2019-09-03 07:39:00,fruit
12717,20064,2019-09-03 07:40:00,fruit
12718,20064,2019-09-03 07:41:00,fruit
12719,20064,2019-09-03 07:42:00,drinks
12720,20064,2019-09-03 07:43:00,spices
12721,20064,2019-09-03 07:44:00,spices
12722,20064,2019-09-03 07:45:00,drinks
12723,20064,2019-09-03 07:46:00,drinks
12724,20064,2019-09-03 07:47:00,checkout
12725,20065,2019-09-03 07:37:00,entrance
12726,20065,2019-09-03 07:38:00,dairy
12727,20065,2019-09-03 07:39:00,dairy
12728,20065,2019-09-03 07:40:00,dairy
12729,20065,2019-09-03 07:41:00,dairy
12730,20065,2019-09-03 07:42:00,dairy
12731,20065,2019-09-03 07:43:00,dairy
12732,20065,2019-09-03 07:44:00,dairy
12733,20065,2019-09-03 07:45:00,fruit
12734,20065,2019-09-03 07:46:00,fruit
12735,20065,2019-09-03 07:47:00,fruit
12736,20065,2019-09-03 07:48:00,checkout
12737,20066,2019-09-03 07:40:00,entrance
12738,20066,2019-09-03 07:41:00,drinks
12739,20066,2019-09-03 07:42:00,fruit
12740,20066,2019-09-03 07:43:00,fruit
12741,20066,2019-09-03 07:44:00,checkout
12742,20067,2019-09-03 07:40:00,entrance
12743,20067,2019-09-03 07:41:00,dairy
12744,20067,2019-09-03 07:42:00,dairy
12745,20067,2019-09-03 07:43:00,spices
12746,20067,2019-09-03 07:44:00,spices
12747,20067,2019-09-03 07:45:00,drinks
12748,20067,2019-09-03 07:46:00,fruit
12749,20067,2019-09-03 07:47:00,fruit
12750,20067,2019-09-03 07:48:00,drinks
12751,20067,2019-09-03 07:49:00,checkout
12752,20068,2019-09-03 07:40:00,entrance
12753,20068,2019-09-03 07:41:00,fruit
12754,20068,2019-09-03 07:42:00,checkout
12755,20069,2019-09-03 07:40:00,entrance
12756,20069,2019-09-03 07:41:00,fruit
12757,20069,2019-09-03 07:42:00,fruit
12758,20069,2019-09-03 07:43:00,fruit
12759,20069,2019-09-03 07:44:00,checkout
12760,20070,2019-09-03 07:41:00,entrance
12761,20070,2019-09-03 07:42:00,fruit
12762,20070,2019-09-03 07:43:00,drinks
12763,20070,2019-09-03 07:44:00,drinks
12764,20070,2019-09-03 07:45:00,drinks
12765,20070,2019-09-03 07:46:00,drinks
12766,20070,2019-09-03 07:47:00,drinks
12767,20070,2019-09-03 07:48:00,checkout
12768,20071,2019-09-03 07:42:00,entrance
12769,20071,2019-09-03 07:43:00,spices
12770,20071,2019-09-03 07:44:00,drinks
12771,20071,2019-09-03 07:45:00,drinks
12772,20071,2019-09-03 07:46:00,drinks
12773,20071,2019-09-03 07:47:00,checkout
12774,20072,2019-09-03 07:42:00,entrance
12775,20072,2019-09-03 07:43:00,spices
12776,20072,2019-09-03 07:44:00,dairy
12777,20072,2019-09-03 07:45:00,dairy
12778,20072,2019-09-03 07:46:00,dairy
12779,20072,2019-09-03 07:47:00,spices
12780,20072,2019-09-03 07:48:00,spices
12781,20072,2019-09-03 07:49:00,spices
12782,20072,2019-09-03 07:50:00,checkout
12783,20073,2019-09-03 07:42:00,entrance
12784,20073,2019-09-03 07:43:00,fruit
12785,20073,2019-09-03 07:44:00,fruit
12786,20073,2019-09-03 07:45:00,dairy
12787,20073,2019-09-03 07:46:00,dairy
12788,20073,2019-09-03 07:47:00,fruit
12789,20073,2019-09-03 07:48:00,checkout
12790,20074,2019-09-03 07:42:00,entrance
12791,20074,2019-09-03 07:43:00,fruit
12792,20074,2019-09-03 07:44:00,fruit
12793,20074,2019-09-03 07:45:00,fruit
12794,20074,2019-09-03 07:46:00,dairy
12795,20074,2019-09-03 07:47:00,spices
12796,20074,2019-09-03 07:48:00,dairy
12797,20074,2019-09-03 07:49:00,dairy
12798,20074,2019-09-03 07:50:00,dairy
12799,20074,2019-09-03 07:51:00,dairy
12800,20074,2019-09-03 07:52:00,dairy
12801,20074,2019-09-03 07:53:00,dairy
12802,20074,2019-09-03 07:54:00,dairy
12803,20074,2019-09-03 07:55:00,drinks
12804,20074,2019-09-03 07:56:00,drinks
12805,20074,2019-09-03 07:57:00,drinks
12806,20074,2019-09-03 07:58:00,fruit
12807,20074,2019-09-03 07:59:00,fruit
12808,20074,2019-09-03 08:00:00,fruit
12809,20074,2019-09-03 08:01:00,checkout
12810,20075,2019-09-03 07:43:00,entrance
12811,20075,2019-09-03 07:44:00,dairy
12812,20075,2019-09-03 07:45:00,drinks
12813,20075,2019-09-03 07:46:00,drinks
12814,20075,2019-09-03 07:47:00,spices
12815,20075,2019-09-03 07:48:00,dairy
12816,20075,2019-09-03 07:49:00,dairy
12817,20075,2019-09-03 07:50:00,drinks
12818,20075,2019-09-03 07:51:00,drinks
12819,20075,2019-09-03 07:52:00,drinks
12820,20075,2019-09-03 07:53:00,drinks
12821,20075,2019-09-03 07:54:00,fruit
12822,20075,2019-09-03 07:55:00,fruit
12823,20075,2019-09-03 07:56:00,checkout
12824,20076,2019-09-03 07:43:00,entrance
12825,20076,2019-09-03 07:44:00,fruit
12826,20076,2019-09-03 07:45:00,dairy
12827,20076,2019-09-03 07:46:00,dairy
12828,20076,2019-09-03 07:47:00,dairy
12829,20076,2019-09-03 07:48:00,dairy
12830,20076,2019-09-03 07:49:00,dairy
12831,20076,2019-09-03 07:50:00,dairy
12832,20076,2019-09-03 07:51:00,dairy
12833,20076,2019-09-03 07:52:00,checkout
12834,20077,2019-09-03 07:43:00,entrance
12835,20077,2019-09-03 07:44:00,fruit
12836,20077,2019-09-03 07:45:00,checkout
12837,20078,2019-09-03 07:45:00,entrance
12838,20078,2019-09-03 07:46:00,drinks
12839,20078,2019-09-03 07:47:00,drinks
12840,20078,2019-09-03 07:48:00,fruit
12841,20078,2019-09-03 07:49:00,fruit
12842,20078,2019-09-03 07:50:00,fruit
12843,20078,2019-09-03 07:51:00,dairy
12844,20078,2019-09-03 07:52:00,dairy
12845,20078,2019-09-03 07:53:00,dairy
12846,20078,2019-09-03 07:54:00,dairy
12847,20078,2019-09-03 07:55:00,checkout
12848,20079,2019-09-03 07:45:00,entrance
12849,20079,2019-09-03 07:46:00,fruit
12850,20079,2019-09-03 07:47:00,checkout
12851,20080,2019-09-03 07:45:00,entrance
12852,20080,2019-09-03 07:46:00,fruit
12853,20080,2019-09-03 07:47:00,fruit
12854,20080,2019-09-03 07:48:00,fruit
12855,20080,2019-09-03 07:49:00,fruit
12856,20080,2019-09-03 07:50:00,fruit
12857,20080,2019-09-03 07:51:00,fruit
12858,20080,2019-09-03 07:52:00,fruit
12859,20080,2019-09-03 07:53:00,fruit
12860,20080,2019-09-03 07:54:00,spices
12861,20080,2019-09-03 07:55:00,spices
12862,20080,2019-09-03 07:56:00,dairy
12863,20080,2019-09-03 07:57:00,dairy
12864,20080,2019-09-03 07:58:00,dairy
12865,20080,2019-09-03 07:59:00,dairy
12866,20080,2019-09-03 08:00:00,dairy
12867,20080,2019-09-03 08:01:00,dairy
12868,20080,2019-09-03 08:02:00,checkout
12869,20081,2019-09-03 07:47:00,entrance
12870,20081,2019-09-03 07:48:00,fruit
12871,20081,2019-09-03 07:49:00,fruit
12872,20081,2019-09-03 07:50:00,fruit
12873,20081,2019-09-03 07:51:00,dairy
12874,20081,2019-09-03 07:52:00,dairy
12875,20081,2019-09-03 07:53:00,checkout
12876,20082,2019-09-03 07:47:00,entrance
12877,20082,2019-09-03 07:48:00,dairy
12878,20082,2019-09-03 07:49:00,dairy
12879,20082,2019-09-03 07:50:00,dairy
12880,20082,2019-09-03 07:51:00,dairy
12881,20082,2019-09-03 07:52:00,dairy
12882,20082,2019-09-03 07:53:00,dairy
12883,20082,2019-09-03 07:54:00,dairy
12884,20082,2019-09-03 07:55:00,fruit
12885,20082,2019-09-03 07:56:00,spices
12886,20082,2019-09-03 07:57:00,spices
12887,20082,2019-09-03 07:58:00,spices
12888,20082,2019-09-03 07:59:00,checkout
12889,20083,2019-09-03 07:48:00,entrance
12890,20083,2019-09-03 07:49:00,spices
12891,20083,2019-09-03 07:50:00,spices
12892,20083,2019-09-03 07:51:00,spices
12893,20083,2019-09-03 07:52:00,dairy
12894,20083,2019-09-03 07:53:00,checkout
12895,20084,2019-09-03 07:49:00,entrance
12896,20084,2019-09-03 07:50:00,fruit
12897,20084,2019-09-03 07:51:00,fruit
12898,20084,2019-09-03 07:52:00,checkout
12899,20085,2019-09-03 07:49:00,entrance
12900,20085,2019-09-03 07:50:00,dairy
12901,20085,2019-09-03 07:51:00,checkout
12902,20086,2019-09-03 07:49:00,entrance
12903,20086,2019-09-03 07:50:00,fruit
12904,20086,2019-09-03 07:51:00,checkout
12905,20087,2019-09-03 07:49:00,entrance
12906,20087,2019-09-03 07:50:00,dairy
12907,20087,2019-09-03 07:51:00,dairy
12908,20087,2019-09-03 07:52:00,dairy
12909,20087,2019-09-03 07:53:00,dairy
12910,20087,2019-09-03 07:54:00,drinks
12911,20087,2019-09-03 07:55:00,drinks
12912,20087,2019-09-03 07:56:00,drinks
12913,20087,2019-09-03 07:57:00,drinks
12914,20087,2019-09-03 07:58:00,fruit
12915,20087,2019-09-03 07:59:00,drinks
12916,20087,2019-09-03 08:00:00,checkout
12917,20088,2019-09-03 07:49:00,entrance
12918,20088,2019-09-03 07:50:00,fruit
12919,20088,2019-09-03 07:51:00,drinks
12920,20088,2019-09-03 07:52:00,fruit
12921,20088,2019-09-03 07:53:00,fruit
12922,20088,2019-09-03 07:54:00,fruit
12923,20088,2019-09-03 07:55:00,fruit
12924,20088,2019-09-03 07:56:00,fruit
12925,20088,2019-09-03 07:57:00,fruit
12926,20088,2019-09-03 07:58:00,spices
12927,20088,2019-09-03 07:59:00,dairy
12928,20088,2019-09-03 08:00:00,dairy
12929,20088,2019-09-03 08:01:00,dairy
12930,20088,2019-09-03 08:02:00,dairy
12931,20088,2019-09-03 08:03:00,dairy
12932,20088,2019-09-03 08:04:00,dairy
12933,20088,2019-09-03 08:05:00,dairy
12934,20088,2019-09-03 08:06:00,dairy
12935,20088,2019-09-03 08:07:00,dairy
12936,20088,2019-09-03 08:08:00,spices
12937,20088,2019-09-03 08:09:00,dairy
12938,20088,2019-09-03 08:10:00,dairy
12939,20088,2019-09-03 08:11:00,checkout
12940,20089,2019-09-03 07:49:00,entrance
12941,20089,2019-09-03 07:50:00,drinks
12942,20089,2019-09-03 07:51:00,drinks
12943,20089,2019-09-03 07:52:00,drinks
12944,20089,2019-09-03 07:53:00,spices
12945,20089,2019-09-03 07:54:00,drinks
12946,20089,2019-09-03 07:55:00,spices
12947,20089,2019-09-03 07:56:00,drinks
12948,20089,2019-09-03 07:57:00,spices
12949,20089,2019-09-03 07:58:00,drinks
12950,20089,2019-09-03 07:59:00,drinks
12951,20089,2019-09-03 08:00:00,drinks
12952,20089,2019-09-03 08:01:00,drinks
12953,20089,2019-09-03 08:02:00,checkout
12954,20090,2019-09-03 07:49:00,entrance
12955,20090,2019-09-03 07:50:00,drinks
12956,20090,2019-09-03 07:51:00,spices
12957,20090,2019-09-03 07:52:00,spices
12958,20090,2019-09-03 07:53:00,spices
12959,20090,2019-09-03 07:54:00,fruit
12960,20090,2019-09-03 07:55:00,fruit
12961,20090,2019-09-03 07:56:00,checkout
12962,20091,2019-09-03 07:49:00,entrance
12963,20091,2019-09-03 07:50:00,drinks
12964,20091,2019-09-03 07:51:00,checkout
12965,20092,2019-09-03 07:52:00,entrance
12966,20092,2019-09-03 07:53:00,fruit
12967,20092,2019-09-03 07:54:00,spices
12968,20092,2019-09-03 07:55:00,dairy
12969,20092,2019-09-03 07:56:00,dairy
12970,20092,2019-09-03 07:57:00,dairy
12971,20092,2019-09-03 07:58:00,dairy
12972,20092,2019-09-03 07:59:00,dairy
12973,20092,2019-09-03 08:00:00,dairy
12974,20092,2019-09-03 08:01:00,dairy
12975,20092,2019-09-03 08:02:00,dairy
12976,20092,2019-09-03 08:03:00,dairy
12977,20092,2019-09-03 08:04:00,dairy
12978,20092,2019-09-03 08:05:00,spices
12979,20092,2019-09-03 08:06:00,drinks
12980,20092,2019-09-03 08:07:00,drinks
12981,20092,2019-09-03 08:08:00,fruit
12982,20092,2019-09-03 08:09:00,fruit
12983,20092,2019-09-03 08:10:00,fruit
12984,20092,2019-09-03 08:11:00,fruit
12985,20092,2019-09-03 08:12:00,dairy
12986,20092,2019-09-03 08:13:00,dairy
12987,20092,2019-09-03 08:14:00,dairy
12988,20092,2019-09-03 08:15:00,dairy
